Time,PolarN,PolarS,AxialDP,EqDP
2010-05-01T06:00:00.000,-2.339,2.183,-1.282,0.570
2010-05-01T12:00:00.000,-2.338,2.171,-1.272,0.587
2010-05-01T18:00:00.000,-2.345,2.166,-1.275,0.593
2010-05-02T00:00:00.000,-2.345,2.160,-1.256,0.603
2010-05-02T06:00:00.000,-2.341,2.160,-1.260,0.606
2010-05-02T12:00:00.000,-2.344,2.173,-1.271,0.616
2010-05-02T18:00:00.000,-2.346,2.183,-1.270,0.613
2010-05-03T00:00:00.000,-2.345,2.177,-1.247,0.606
2010-05-03T06:00:00.000,-2.347,2.184,-1.255,0.597
2010-05-03T12:00:00.000,-2.345,2.190,-1.273,0.601
2010-05-03T18:00:00.000,-2.341,2.183,-1.272,0.602
2010-05-04T00:00:00.000,-2.338,2.171,-1.258,0.615
2010-05-04T06:00:00.000,-2.337,2.169,-1.265,0.625
2010-05-04T12:00:00.000,-2.336,2.171,-1.286,0.642
2010-05-04T18:00:00.000,-2.328,2.180,-1.306,0.659
2010-05-05T00:00:00.000,-2.321,2.163,-1.297,0.660
2010-05-05T06:00:00.000,-2.315,2.158,-1.305,0.646
2010-05-05T12:00:00.000,-2.315,2.159,-1.307,0.652
2010-05-05T18:00:00.000,-2.313,2.159,-1.293,0.650
2010-05-06T00:00:00.000,-2.320,2.158,-1.279,0.645
2010-05-06T06:00:00.000,-2.327,2.152,-1.251,0.640
2010-05-06T12:00:00.000,-2.314,2.152,-1.248,0.633
2010-05-06T18:00:00.000,-2.311,2.162,-1.243,0.632
2010-05-07T00:00:00.000,-2.313,2.161,-1.244,0.623
2010-05-07T06:00:00.000,-2.314,2.171,-1.250,0.632
2010-05-07T12:00:00.000,-2.308,2.172,-1.255,0.617
2010-05-07T18:00:00.000,-2.305,2.175,-1.256,0.625
2010-05-08T00:00:00.000,-2.313,2.170,-1.242,0.619
2010-05-08T06:00:00.000,-2.321,2.177,-1.258,0.619
2010-05-08T12:00:00.000,-2.329,2.180,-1.261,0.615
2010-05-08T18:00:00.000,-2.328,2.180,-1.272,0.610
2010-05-09T00:00:00.000,-2.324,2.178,-1.274,0.603
2010-05-09T06:00:00.000,-2.325,2.184,-1.267,0.606
2010-05-09T12:00:00.000,-2.329,2.194,-1.263,0.626
2010-05-09T18:00:00.000,-2.342,2.198,-1.270,0.659
2010-05-10T00:00:00.000,-2.348,2.196,-1.263,0.665
2010-05-10T06:00:00.000,-2.340,2.213,-1.284,0.675
2010-05-10T12:00:00.000,-2.337,2.214,-1.282,0.678
2010-05-10T18:00:00.000,-2.333,2.211,-1.274,0.683
2010-05-11T00:00:00.000,-2.326,2.210,-1.265,0.694
2010-05-11T06:00:00.000,-2.326,2.211,-1.271,0.715
2010-05-11T12:00:00.000,-2.326,2.217,-1.275,0.724
2010-05-11T18:00:00.000,-2.329,2.220,-1.279,0.718
2010-05-12T00:00:00.000,-2.329,2.217,-1.265,0.704
2010-05-12T06:00:00.000,-2.333,2.217,-1.284,0.697
2010-05-12T12:00:00.000,-2.334,2.216,-1.290,0.709
2010-05-12T18:00:00.000,-2.337,2.223,-1.274,0.724
2010-05-13T00:00:00.000,-2.332,2.219,-1.270,0.730
2010-05-13T06:00:00.000,-2.321,2.214,-1.270,0.724
2010-05-13T12:00:00.000,-2.315,2.216,-1.276,0.733
2010-05-13T18:00:00.000,-2.309,2.217,-1.278,0.732
2010-05-14T00:00:00.000,-2.309,2.222,-1.281,0.748
2010-05-14T06:00:00.000,-2.309,2.224,-1.283,0.756
2010-05-14T12:00:00.000,-2.312,2.230,-1.291,0.765
2010-05-14T18:00:00.000,-2.314,2.242,-1.299,0.776
2010-05-15T00:00:00.000,-2.308,2.238,-1.275,0.768
2010-05-15T06:00:00.000,-2.300,2.237,-1.273,0.772
2010-05-15T12:00:00.000,-2.309,2.249,-1.281,0.772
2010-05-15T18:00:00.000,-2.312,2.240,-1.287,0.764
2010-05-16T00:00:00.000,-2.315,2.226,-1.277,0.749
2010-05-16T06:00:00.000,-2.320,2.223,-1.269,0.748
2010-05-16T12:00:00.000,-2.322,2.241,-1.277,0.754
2010-05-16T18:00:00.000,-2.319,2.231,-1.280,0.763
2010-05-17T00:00:00.000,-2.315,2.230,-1.271,0.761
2010-05-17T06:00:00.000,-2.308,2.235,-1.269,0.760
2010-05-17T12:00:00.000,-2.315,2.242,-1.278,0.759
2010-05-17T18:00:00.000,-2.312,2.253,-1.275,0.771
2010-05-18T00:00:00.000,-2.307,2.255,-1.259,0.773
2010-05-18T06:00:00.000,-2.308,2.255,-1.264,0.777
2010-05-18T12:00:00.000,-2.302,2.256,-1.275,0.769
2010-05-18T18:00:00.000,-2.295,2.260,-1.272,0.757
2010-05-19T00:00:00.000,-2.290,2.255,-1.263,0.753
2010-05-19T06:00:00.000,-2.283,2.251,-1.274,0.757
2010-05-19T12:00:00.000,-2.286,2.254,-1.282,0.741
2010-05-19T18:00:00.000,-2.288,2.255,-1.280,0.724
2010-05-20T00:00:00.000,-2.288,2.241,-1.271,0.716
2010-05-20T06:00:00.000,-2.292,2.233,-1.272,0.721
2010-05-20T12:00:00.000,-2.290,2.231,-1.284,0.717
2010-05-20T18:00:00.000,-2.279,2.231,-1.280,0.713
2010-05-21T00:00:00.000,-2.276,2.240,-1.273,0.708
2010-05-21T06:00:00.000,-2.273,2.243,-1.275,0.701
2010-05-21T12:00:00.000,-2.275,2.249,-1.275,0.702
2010-05-21T18:00:00.000,-2.272,2.257,-1.275,0.704
2010-05-22T00:00:00.000,-2.267,2.261,-1.264,0.698
2010-05-22T06:00:00.000,-2.265,2.266,-1.281,0.699
2010-05-22T12:00:00.000,-2.265,2.262,-1.273,0.707
2010-05-22T18:00:00.000,-2.267,2.268,-1.273,0.705
2010-05-23T00:00:00.000,-2.267,2.262,-1.272,0.706
2010-05-23T06:00:00.000,-2.264,2.264,-1.271,0.691
2010-05-23T12:00:00.000,-2.267,2.268,-1.269,0.682
2010-05-23T18:00:00.000,-2.270,2.268,-1.273,0.675
2010-05-24T00:00:00.000,-2.266,2.270,-1.272,0.665
2010-05-24T06:00:00.000,-2.263,2.275,-1.275,0.667
2010-05-24T12:00:00.000,-2.258,2.275,-1.290,0.663
2010-05-24T18:00:00.000,-2.257,2.271,-1.281,0.653
2010-05-25T00:00:00.000,-2.253,2.271,-1.282,0.639
2010-05-25T06:00:00.000,-2.249,2.278,-1.289,0.632
2010-05-25T12:00:00.000,-2.253,2.281,-1.283,0.624
2010-05-25T18:00:00.000,-2.250,2.276,-1.281,0.620
2010-05-26T00:00:00.000,-2.250,2.275,-1.265,0.622
2010-05-26T06:00:00.000,-2.248,2.270,-1.253,0.625
2010-05-26T12:00:00.000,-2.248,2.268,-1.254,0.624
2010-05-26T18:00:00.000,-2.251,2.256,-1.250,0.622
2010-05-27T00:00:00.000,-2.253,2.244,-1.237,0.622
2010-05-27T06:00:00.000,-2.257,2.245,-1.243,0.621
2010-05-27T12:00:00.000,-2.258,2.246,-1.235,0.621
2010-05-27T18:00:00.000,-2.261,2.245,-1.232,0.633
2010-05-28T00:00:00.000,-2.256,2.248,-1.234,0.635
2010-05-28T06:00:00.000,-2.256,2.247,-1.240,0.650
2010-05-28T12:00:00.000,-2.259,2.256,-1.260,0.647
2010-05-28T18:00:00.000,-2.253,2.264,-1.252,0.646
2010-05-29T00:00:00.000,-2.244,2.260,-1.241,0.649
2010-05-29T06:00:00.000,-2.244,2.263,-1.256,0.639
2010-05-29T12:00:00.000,-2.231,2.269,-1.252,0.622
2010-05-29T18:00:00.000,-2.232,2.272,-1.263,0.617
2010-05-30T00:00:00.000,-2.238,2.279,-1.267,0.625
2010-05-30T06:00:00.000,-2.243,2.276,-1.263,0.613
2010-05-30T12:00:00.000,-2.232,2.279,-1.265,0.602
2010-05-30T18:00:00.000,-2.227,2.284,-1.262,0.604
2010-05-31T00:00:00.000,-2.226,2.282,-1.267,0.607
2010-05-31T06:00:00.000,-2.227,2.272,-1.253,0.615
2010-05-31T12:00:00.000,-2.224,2.267,-1.269,0.622
2010-05-31T18:00:00.000,-2.221,2.267,-1.271,0.617
2010-06-01T00:00:00.000,-2.213,2.268,-1.262,0.614
2010-06-01T06:00:00.000,-2.214,2.275,-1.277,0.611
2010-06-01T12:00:00.000,-2.215,2.273,-1.283,0.623
2010-06-01T18:00:00.000,-2.214,2.283,-1.272,0.626
2010-06-02T00:00:00.000,-2.223,2.287,-1.286,0.639
2010-06-02T06:00:00.000,-2.225,2.284,-1.299,0.633
2010-06-02T12:00:00.000,-2.222,2.287,-1.300,0.629
2010-06-02T18:00:00.000,-2.227,2.291,-1.308,0.625
2010-06-03T00:00:00.000,-2.229,2.291,-1.299,0.624
2010-06-03T06:00:00.000,-2.221,2.292,-1.296,0.618
2010-06-03T12:00:00.000,-2.227,2.304,-1.306,0.611
2010-06-03T18:00:00.000,-2.230,2.300,-1.290,0.604
2010-06-04T00:00:00.000,-2.219,2.293,-1.296,0.604
2010-06-04T06:00:00.000,-2.205,2.298,-1.286,0.599
2010-06-04T12:00:00.000,-2.204,2.316,-1.295,0.564
2010-06-04T18:00:00.000,-2.211,2.323,-1.297,0.555
2010-06-05T00:00:00.000,-2.210,2.328,-1.288,0.570
2010-06-05T06:00:00.000,-2.207,2.316,-1.294,0.598
2010-06-05T12:00:00.000,-2.205,2.310,-1.300,0.617
2010-06-05T18:00:00.000,-2.208,2.315,-1.304,0.629
2010-06-06T00:00:00.000,-2.209,2.314,-1.300,0.638
2010-06-06T06:00:00.000,-2.197,2.311,-1.305,0.640
2010-06-06T12:00:00.000,-2.194,2.317,-1.323,0.643
2010-06-06T18:00:00.000,-2.178,2.318,-1.316,0.643
2010-06-07T00:00:00.000,-2.177,2.321,-1.318,0.653
2010-06-07T06:00:00.000,-2.168,2.312,-1.303,0.651
2010-06-07T12:00:00.000,-2.152,2.312,-1.310,0.656
2010-06-07T18:00:00.000,-2.162,2.317,-1.314,0.650
2010-06-08T00:00:00.000,-2.157,2.314,-1.308,0.652
2010-06-08T06:00:00.000,-2.151,2.319,-1.319,0.653
2010-06-08T12:00:00.000,-2.151,2.323,-1.303,0.661
2010-06-08T18:00:00.000,-2.155,2.324,-1.290,0.679
2010-06-09T00:00:00.000,-2.157,2.322,-1.282,0.668
2010-06-09T06:00:00.000,-2.161,2.314,-1.282,0.658
2010-06-09T12:00:00.000,-2.159,2.317,-1.287,0.683
2010-06-09T18:00:00.000,-2.161,2.317,-1.282,0.688
2010-06-10T00:00:00.000,-2.158,2.310,-1.276,0.695
2010-06-10T06:00:00.000,-2.153,2.318,-1.290,0.693
2010-06-10T12:00:00.000,-2.147,2.337,-1.288,0.712
2010-06-10T18:00:00.000,-2.145,2.351,-1.292,0.723
2010-06-11T00:00:00.000,-2.150,2.353,-1.286,0.703
2010-06-11T06:00:00.000,-2.148,2.360,-1.304,0.703
2010-06-11T12:00:00.000,-2.145,2.368,-1.307,0.693
2010-06-11T18:00:00.000,-2.156,2.368,-1.321,0.682
2010-06-12T00:00:00.000,-2.165,2.359,-1.324,0.664
2010-06-12T06:00:00.000,-2.165,2.348,-1.334,0.666
2010-06-12T12:00:00.000,-2.163,2.340,-1.346,0.662
2010-06-12T18:00:00.000,-2.157,2.330,-1.341,0.674
2010-06-13T00:00:00.000,-2.155,2.313,-1.332,0.673
2010-06-13T06:00:00.000,-2.148,2.313,-1.336,0.685
2010-06-13T12:00:00.000,-2.144,2.322,-1.347,0.695
2010-06-13T18:00:00.000,-2.150,2.329,-1.352,0.704
2010-06-14T00:00:00.000,-2.152,2.329,-1.347,0.718
2010-06-14T06:00:00.000,-2.154,2.334,-1.354,0.726
2010-06-14T12:00:00.000,-2.152,2.347,-1.371,0.721
2010-06-14T18:00:00.000,-2.157,2.344,-1.358,0.721
2010-06-15T00:00:00.000,-2.160,2.340,-1.359,0.719
2010-06-15T06:00:00.000,-2.155,2.337,-1.362,0.731
2010-06-15T12:00:00.000,-2.150,2.333,-1.350,0.732
2010-06-15T18:00:00.000,-2.147,2.340,-1.345,0.725
2010-06-16T00:00:00.000,-2.141,2.340,-1.346,0.728
2010-06-16T06:00:00.000,-2.132,2.334,-1.343,0.733
2010-06-16T12:00:00.000,-2.128,2.331,-1.351,0.733
2010-06-16T18:00:00.000,-2.116,2.329,-1.325,0.745
2010-06-17T00:00:00.000,-2.115,2.317,-1.323,0.736
2010-06-17T06:00:00.000,-2.113,2.314,-1.310,0.737
2010-06-17T12:00:00.000,-2.112,2.311,-1.320,0.738
2010-06-17T18:00:00.000,-2.099,2.306,-1.316,0.744
2010-06-18T00:00:00.000,-2.099,2.303,-1.311,0.738
2010-06-18T06:00:00.000,-2.098,2.305,-1.310,0.737
2010-06-18T12:00:00.000,-2.110,2.305,-1.337,0.734
2010-06-18T18:00:00.000,-2.106,2.306,-1.328,0.736
2010-06-19T00:00:00.000,-2.101,2.305,-1.326,0.733
2010-06-19T06:00:00.000,-2.100,2.301,-1.338,0.727
2010-06-19T12:00:00.000,-2.102,2.306,-1.335,0.727
2010-06-19T18:00:00.000,-2.105,2.312,-1.351,0.723
2010-06-20T00:00:00.000,-2.103,2.314,-1.338,0.726
2010-06-20T06:00:00.000,-2.104,2.319,-1.330,0.739
2010-06-20T12:00:00.000,-2.097,2.319,-1.352,0.727
2010-06-20T18:00:00.000,-2.087,2.321,-1.353,0.711
2010-06-21T00:00:00.000,-2.090,2.313,-1.338,0.706
2010-06-21T06:00:00.000,-2.081,2.308,-1.334,0.705
2010-06-21T12:00:00.000,-2.079,2.296,-1.343,0.709
2010-06-21T18:00:00.000,-2.090,2.300,-1.345,0.708
2010-06-22T00:00:00.000,-2.092,2.294,-1.325,0.716
2010-06-22T06:00:00.000,-2.091,2.293,-1.332,0.720
2010-06-22T12:00:00.000,-2.091,2.305,-1.347,0.726
2010-06-22T18:00:00.000,-2.108,2.303,-1.342,0.717
2010-06-23T00:00:00.000,-2.107,2.297,-1.342,0.708
2010-06-23T06:00:00.000,-2.105,2.295,-1.336,0.709
2010-06-23T12:00:00.000,-2.104,2.296,-1.334,0.712
2010-06-23T18:00:00.000,-2.089,2.297,-1.324,0.706
2010-06-24T00:00:00.000,-2.076,2.297,-1.318,0.699
2010-06-24T06:00:00.000,-2.065,2.302,-1.314,0.703
2010-06-24T12:00:00.000,-2.067,2.304,-1.313,0.696
2010-06-24T18:00:00.000,-2.061,2.302,-1.323,0.689
2010-06-25T00:00:00.000,-2.060,2.301,-1.311,0.678
2010-06-25T06:00:00.000,-2.062,2.304,-1.321,0.655
2010-06-25T12:00:00.000,-2.058,2.310,-1.321,0.639
2010-06-25T18:00:00.000,-2.061,2.314,-1.326,0.628
2010-06-26T00:00:00.000,-2.063,2.311,-1.319,0.627
2010-06-26T06:00:00.000,-2.062,2.311,-1.321,0.601
2010-06-26T12:00:00.000,-2.059,2.312,-1.335,0.596
2010-06-26T18:00:00.000,-2.047,2.322,-1.326,0.593
2010-06-27T00:00:00.000,-2.052,2.321,-1.326,0.594
2010-06-27T06:00:00.000,-2.048,2.321,-1.318,0.580
2010-06-27T12:00:00.000,-2.045,2.314,-1.317,0.563
2010-06-27T18:00:00.000,-2.049,2.304,-1.324,0.557
2010-06-28T00:00:00.000,-2.053,2.308,-1.328,0.557
2010-06-28T06:00:00.000,-2.049,2.304,-1.340,0.561
2010-06-28T12:00:00.000,-2.050,2.304,-1.349,0.553
2010-06-28T18:00:00.000,-2.064,2.307,-1.358,0.561
2010-06-29T00:00:00.000,-2.065,2.307,-1.352,0.565
2010-06-29T06:00:00.000,-2.063,2.302,-1.338,0.554
2010-06-29T12:00:00.000,-2.048,2.310,-1.356,0.538
2010-06-29T18:00:00.000,-2.036,2.316,-1.354,0.530
2010-06-30T00:00:00.000,-2.025,2.312,-1.343,0.534
2010-06-30T06:00:00.000,-2.027,2.305,-1.344,0.530
2010-06-30T12:00:00.000,-2.033,2.304,-1.355,0.530
2010-06-30T18:00:00.000,-2.036,2.305,-1.357,0.528
2010-07-01T00:00:00.000,-2.041,2.306,-1.349,0.524
2010-07-01T06:00:00.000,-2.046,2.308,-1.350,0.532
2010-07-01T12:00:00.000,-2.036,2.315,-1.336,0.511
2010-07-01T18:00:00.000,-2.030,2.315,-1.310,0.521
2010-07-02T00:00:00.000,-2.024,2.312,-1.288,0.536
2010-07-02T06:00:00.000,-2.019,2.317,-1.282,0.554
2010-07-02T12:00:00.000,-2.022,2.317,-1.276,0.563
2010-07-02T18:00:00.000,-2.011,2.320,-1.276,0.557
2010-07-03T00:00:00.000,-2.013,2.321,-1.265,0.546
2010-07-03T06:00:00.000,-2.003,2.319,-1.257,0.539
2010-07-03T12:00:00.000,-1.999,2.312,-1.268,0.542
2010-07-03T18:00:00.000,-1.993,2.310,-1.277,0.532
2010-07-04T00:00:00.000,-1.981,2.315,-1.282,0.527
2010-07-04T06:00:00.000,-1.975,2.325,-1.289,0.505
2010-07-04T12:00:00.000,-1.965,2.328,-1.285,0.502
2010-07-04T18:00:00.000,-1.964,2.335,-1.290,0.495
2010-07-05T00:00:00.000,-1.967,2.339,-1.286,0.496
2010-07-05T06:00:00.000,-1.969,2.343,-1.293,0.504
2010-07-05T12:00:00.000,-1.972,2.350,-1.309,0.504
2010-07-05T18:00:00.000,-1.963,2.346,-1.294,0.501
2010-07-06T00:00:00.000,-1.961,2.342,-1.285,0.502
2010-07-06T06:00:00.000,-1.964,2.342,-1.294,0.507
2010-07-06T12:00:00.000,-1.957,2.342,-1.292,0.515
2010-07-06T18:00:00.000,-1.963,2.341,-1.296,0.517
2010-07-07T00:00:00.000,-1.947,2.338,-1.285,0.511
2010-07-07T06:00:00.000,-1.945,2.334,-1.280,0.497
2010-07-07T12:00:00.000,-1.942,2.334,-1.292,0.499
2010-07-07T18:00:00.000,-1.941,2.333,-1.296,0.506
2010-07-08T00:00:00.000,-1.936,2.326,-1.305,0.497
2010-07-08T06:00:00.000,-1.931,2.331,-1.303,0.497
2010-07-08T12:00:00.000,-1.935,2.339,-1.317,0.494
2010-07-08T18:00:00.000,-1.930,2.344,-1.310,0.497
2010-07-09T00:00:00.000,-1.932,2.344,-1.308,0.499
2010-07-09T06:00:00.000,-1.935,2.349,-1.321,0.493
2010-07-09T12:00:00.000,-1.940,2.357,-1.336,0.494
2010-07-09T18:00:00.000,-1.950,2.366,-1.348,0.491
2010-07-10T00:00:00.000,-1.953,2.370,-1.359,0.483
2010-07-10T06:00:00.000,-1.956,2.374,-1.365,0.495
2010-07-10T12:00:00.000,-1.964,2.383,-1.365,0.503
2010-07-10T18:00:00.000,-1.976,2.392,-1.351,0.516
2010-07-11T00:00:00.000,-1.973,2.389,-1.323,0.542
2010-07-11T06:00:00.000,-1.973,2.386,-1.287,0.572
2010-07-11T12:00:00.000,-1.980,2.380,-1.257,0.572
2010-07-11T18:00:00.000,-1.975,2.380,-1.247,0.587
2010-07-12T00:00:00.000,-1.971,2.377,-1.235,0.607
2010-07-12T06:00:00.000,-1.967,2.371,-1.235,0.623
2010-07-12T12:00:00.000,-1.964,2.370,-1.246,0.627
2010-07-12T18:00:00.000,-1.975,2.369,-1.265,0.631
2010-07-13T00:00:00.000,-1.966,2.369,-1.279,0.635
2010-07-13T06:00:00.000,-1.965,2.372,-1.282,0.637
2010-07-13T12:00:00.000,-1.962,2.370,-1.293,0.638
2010-07-13T18:00:00.000,-1.948,2.366,-1.277,0.657
2010-07-14T00:00:00.000,-1.950,2.362,-1.282,0.647
2010-07-14T06:00:00.000,-1.944,2.362,-1.289,0.647
2010-07-14T12:00:00.000,-1.947,2.370,-1.306,0.654
2010-07-14T18:00:00.000,-1.948,2.373,-1.306,0.654
2010-07-15T00:00:00.000,-1.956,2.379,-1.306,0.654
2010-07-15T06:00:00.000,-1.961,2.380,-1.298,0.654
2010-07-15T12:00:00.000,-1.957,2.378,-1.298,0.655
2010-07-15T18:00:00.000,-1.954,2.384,-1.310,0.645
2010-07-16T00:00:00.000,-1.948,2.385,-1.300,0.643
2010-07-16T06:00:00.000,-1.947,2.382,-1.313,0.634
2010-07-16T12:00:00.000,-1.946,2.381,-1.320,0.641
2010-07-16T18:00:00.000,-1.950,2.379,-1.308,0.642
2010-07-17T00:00:00.000,-1.933,2.376,-1.317,0.643
2010-07-17T06:00:00.000,-1.905,2.365,-1.294,0.655
2010-07-17T12:00:00.000,-1.886,2.366,-1.297,0.649
2010-07-17T18:00:00.000,-1.892,2.368,-1.294,0.639
2010-07-18T00:00:00.000,-1.884,2.363,-1.299,0.638
2010-07-18T06:00:00.000,-1.880,2.361,-1.292,0.641
2010-07-18T12:00:00.000,-1.889,2.364,-1.305,0.655
2010-07-18T18:00:00.000,-1.895,2.363,-1.298,0.647
2010-07-19T00:00:00.000,-1.894,2.364,-1.297,0.654
2010-07-19T06:00:00.000,-1.895,2.353,-1.295,0.650
2010-07-19T12:00:00.000,-1.895,2.346,-1.293,0.654
2010-07-19T18:00:00.000,-1.896,2.349,-1.307,0.655
2010-07-20T00:00:00.000,-1.898,2.347,-1.310,0.646
2010-07-20T06:00:00.000,-1.901,2.347,-1.308,0.648
2010-07-20T12:00:00.000,-1.903,2.350,-1.296,0.647
2010-07-20T18:00:00.000,-1.896,2.351,-1.300,0.644
2010-07-21T00:00:00.000,-1.892,2.354,-1.289,0.641
2010-07-21T06:00:00.000,-1.879,2.351,-1.270,0.631
2010-07-21T12:00:00.000,-1.877,2.350,-1.242,0.632
2010-07-21T18:00:00.000,-1.876,2.343,-1.235,0.632
2010-07-22T00:00:00.000,-1.878,2.341,-1.211,0.636
2010-07-22T06:00:00.000,-1.885,2.335,-1.185,0.633
2010-07-22T12:00:00.000,-1.889,2.335,-1.190,0.631
2010-07-22T18:00:00.000,-1.888,2.333,-1.196,0.634
2010-07-23T00:00:00.000,-1.884,2.327,-1.196,0.635
2010-07-23T06:00:00.000,-1.879,2.322,-1.220,0.631
2010-07-23T12:00:00.000,-1.875,2.314,-1.232,0.634
2010-07-23T18:00:00.000,-1.870,2.310,-1.236,0.644
2010-07-24T00:00:00.000,-1.857,2.308,-1.237,0.643
2010-07-24T06:00:00.000,-1.843,2.306,-1.240,0.639
2010-07-24T12:00:00.000,-1.840,2.315,-1.250,0.634
2010-07-24T18:00:00.000,-1.839,2.316,-1.257,0.629
2010-07-25T00:00:00.000,-1.853,2.310,-1.245,0.619
2010-07-25T06:00:00.000,-1.869,2.316,-1.237,0.620
2010-07-25T12:00:00.000,-1.864,2.320,-1.254,0.620
2010-07-25T18:00:00.000,-1.860,2.324,-1.255,0.617
2010-07-26T00:00:00.000,-1.856,2.328,-1.238,0.621
2010-07-26T06:00:00.000,-1.854,2.323,-1.229,0.609
2010-07-26T12:00:00.000,-1.843,2.318,-1.230,0.612
2010-07-26T18:00:00.000,-1.836,2.315,-1.230,0.605
2010-07-27T00:00:00.000,-1.835,2.319,-1.220,0.600
2010-07-27T06:00:00.000,-1.842,2.326,-1.230,0.584
2010-07-27T12:00:00.000,-1.837,2.329,-1.244,0.562
2010-07-27T18:00:00.000,-1.833,2.333,-1.246,0.553
2010-07-28T00:00:00.000,-1.826,2.328,-1.255,0.535
2010-07-28T06:00:00.000,-1.812,2.327,-1.258,0.524
2010-07-28T12:00:00.000,-1.817,2.328,-1.275,0.527
2010-07-28T18:00:00.000,-1.824,2.331,-1.300,0.547
2010-07-29T00:00:00.000,-1.824,2.332,-1.303,0.540
2010-07-29T06:00:00.000,-1.805,2.331,-1.301,0.535
2010-07-29T12:00:00.000,-1.808,2.333,-1.316,0.538
2010-07-29T18:00:00.000,-1.812,2.339,-1.327,0.535
2010-07-30T00:00:00.000,-1.813,2.342,-1.327,0.541
2010-07-30T06:00:00.000,-1.801,2.340,-1.323,0.536
2010-07-30T12:00:00.000,-1.800,2.341,-1.326,0.532
2010-07-30T18:00:00.000,-1.813,2.340,-1.292,0.528
2010-07-31T00:00:00.000,-1.807,2.335,-1.277,0.519
2010-07-31T06:00:00.000,-1.793,2.327,-1.258,0.507
2010-07-31T12:00:00.000,-1.801,2.328,-1.253,0.506
2010-07-31T18:00:00.000,-1.808,2.319,-1.250,0.511
2010-08-01T00:00:00.000,-1.808,2.313,-1.265,0.508
2010-08-01T06:00:00.000,-1.801,2.320,-1.256,0.501
2010-08-01T12:00:00.000,-1.807,2.315,-1.250,0.491
2010-08-01T18:00:00.000,-1.810,2.309,-1.261,0.506
2010-08-02T00:00:00.000,-1.807,2.307,-1.267,0.510
2010-08-02T06:00:00.000,-1.800,2.309,-1.264,0.509
2010-08-02T12:00:00.000,-1.812,2.300,-1.263,0.502
2010-08-02T18:00:00.000,-1.814,2.301,-1.283,0.493
2010-08-03T00:00:00.000,-1.807,2.300,-1.272,0.490
2010-08-03T06:00:00.000,-1.796,2.299,-1.266,0.472
2010-08-03T12:00:00.000,-1.798,2.301,-1.276,0.464
2010-08-03T18:00:00.000,-1.792,2.302,-1.275,0.457
2010-08-04T00:00:00.000,-1.799,2.303,-1.275,0.454
2010-08-04T06:00:00.000,-1.777,2.298,-1.274,0.447
2010-08-04T12:00:00.000,-1.765,2.304,-1.279,0.441
2010-08-04T18:00:00.000,-1.765,2.306,-1.294,0.434
2010-08-05T00:00:00.000,-1.764,2.304,-1.286,0.440
2010-08-05T06:00:00.000,-1.787,2.304,-1.319,0.449
2010-08-05T12:00:00.000,-1.785,2.299,-1.320,0.451
2010-08-05T18:00:00.000,-1.791,2.301,-1.316,0.440
2010-08-06T00:00:00.000,-1.797,2.302,-1.324,0.416
2010-08-06T06:00:00.000,-1.802,2.302,-1.289,0.392
2010-08-06T12:00:00.000,-1.806,2.307,-1.269,0.376
2010-08-06T18:00:00.000,-1.805,2.311,-1.269,0.367
2010-08-07T00:00:00.000,-1.819,2.312,-1.258,0.376
2010-08-07T06:00:00.000,-1.823,2.311,-1.252,0.369
2010-08-07T12:00:00.000,-1.803,2.314,-1.248,0.350
2010-08-07T18:00:00.000,-1.803,2.312,-1.232,0.339
2010-08-08T00:00:00.000,-1.806,2.308,-1.234,0.328
2010-08-08T06:00:00.000,-1.821,2.310,-1.237,0.331
2010-08-08T12:00:00.000,-1.834,2.315,-1.246,0.325
2010-08-08T18:00:00.000,-1.854,2.324,-1.255,0.319
2010-08-09T00:00:00.000,-1.853,2.326,-1.241,0.313
2010-08-09T06:00:00.000,-1.837,2.326,-1.223,0.310
2010-08-09T12:00:00.000,-1.820,2.328,-1.228,0.293
2010-08-09T18:00:00.000,-1.821,2.332,-1.237,0.286
2010-08-10T00:00:00.000,-1.821,2.336,-1.255,0.280
2010-08-10T06:00:00.000,-1.811,2.341,-1.277,0.276
2010-08-10T12:00:00.000,-1.814,2.344,-1.304,0.267
2010-08-10T18:00:00.000,-1.820,2.346,-1.322,0.254
2010-08-11T00:00:00.000,-1.806,2.348,-1.322,0.252
2010-08-11T06:00:00.000,-1.805,2.348,-1.331,0.256
2010-08-11T12:00:00.000,-1.794,2.349,-1.309,0.277
2010-08-11T18:00:00.000,-1.793,2.352,-1.285,0.291
2010-08-12T00:00:00.000,-1.807,2.356,-1.273,0.299
2010-08-12T06:00:00.000,-1.819,2.362,-1.266,0.300
2010-08-12T12:00:00.000,-1.821,2.364,-1.246,0.302
2010-08-12T18:00:00.000,-1.834,2.368,-1.240,0.294
2010-08-13T00:00:00.000,-1.845,2.370,-1.235,0.288
2010-08-13T06:00:00.000,-1.847,2.369,-1.249,0.279
2010-08-13T12:00:00.000,-1.844,2.368,-1.232,0.285
2010-08-13T18:00:00.000,-1.839,2.365,-1.243,0.288
2010-08-14T00:00:00.000,-1.816,2.361,-1.246,0.291
2010-08-14T06:00:00.000,-1.794,2.359,-1.250,0.294
2010-08-14T12:00:00.000,-1.792,2.361,-1.248,0.298
2010-08-14T18:00:00.000,-1.809,2.363,-1.260,0.289
